neg,neu,pos,compound,headline,time,label
0.357,0.559,0.084,-0.8331,"Mainstream media trying to paint an innocent picture of SBF: ""expanded too fast and failed to see warning signs"", WTF?",1668547954,-1
0.0,1.0,0.0,0.0,"Michael Saylor Interview Today on Sam Bankman-Fried FTX Implosion ""This is Why I'm Bullish on Bitcoin""",1668544802,0
0.0,1.0,0.0,0.0,BTC's CONTRARIAN VIEW OF THE FTX MELTDOWN!,1668540711,0
0.0,1.0,0.0,0.0,‎NFT and Chill: FTX and the Difference Between CeFi vs DeFi on Apple Podcasts,1668545484,0
0.0,1.0,0.0,0.0,Cronos el token de Crypto.com colapsa tras contagio de FTX,1668596039,0
0.0,1.0,0.0,0.0,SBF just signed his first professional contract with AEK FC in Athens,1668613403,0
0.0,0.822,0.178,0.3818,Everyone is Focused on FTX...Meanwhile Shell is Expanding into the Bitcoin Mining Sector,1668522825,1
0.0,1.0,0.0,0.0,FTX was a WEF partner,1668510862,0
0.0,1.0,0.0,0.0,Bitget crea el Fondo de Constructores para los afectados del colapso de FTX,1668596084,0
0.0,1.0,0.0,0.0,SBF's cryptic tweet thread DECODED by crypto Twitter community. [repost of my deleted post from r/cryptocurrency],1668608129,0
0.0,1.0,0.0,0.0,Autoridades abren investigaciones a FTX,1668596112,0
0.0,1.0,0.0,0.0,An Update From Sam Bankman-Fried (Satire),1668576565,0
0.225,0.563,0.211,-0.0516,"Bitcoin Open Interest dips, Collapse Of FTX ""An Expensive Ad""",1668585688,-1
0.0,1.0,0.0,0.0,Is my crypto at FTX gone?,1668705945,0
0.0,1.0,0.0,0.0,Why Sam Bankman-Fried should face life imprisonment,1668672743,0
0.39,0.61,0.0,-0.4939,Joe Rogan On The FTX Collapse,1668626425,-1
0.0,1.0,0.0,0.0,FTX - 10 lessons,1668683469,0
0.0,0.811,0.189,0.2732,Are certain YouTubers part of the FTX and BlockFi thing?,1668719508,1
0.0,1.0,0.0,0.0,Bitcoin Drops After Genesis Suspends Withdrawals Amid FTX Fallout,1668678701,0
0.369,0.631,0.0,-0.6249,The FTX Disaster is Deeper Than you Think,1668641553,-1
0.0,1.0,0.0,0.0,Sales of hardware wallets Trezor and Ledger skyrocket after FTX events,1668685805,0
0.15,0.545,0.306,0.5093,Michael Saylor on the FTX Crypto Implosion - No SECOND Best!,1668653295,1
0.123,0.877,0.0,-0.5423,"FTX new CEO John Ray, who has helped oversee some of the biggest bankruptcies ever, including Enron's, said he's never seen anything as bad as FTX",1668702263,-1
0.0,1.0,0.0,0.0,"Star quarterback and FTX investor Tom Brady just changed his Twitter profile photo from the Bitcoin laser eyes meme, signaling the end of an era for crypto",1668630217,0
0.0,0.508,0.492,0.4404,FTX US Website Safe?,1668655326,1
0.231,0.769,0.0,-0.5106,New FTX CEO: I've never seen 'such a complete failure of corporate controls',1668713394,-1
0.0,1.0,0.0,0.0,Who has the FTX bitcoin?,1668666318,0
0.086,0.914,0.0,-0.128,"About the FTX fallout: There’s Bitcoin and there’s everything else, says Jack Mallers, CEO of Strike talks.",1668648090,-1
0.3,0.7,0.0,-0.7184,Heard of Dan Friedberg? This video implies he’s the puppeteer behind SBF. This shit is crazy.,1668661230,-1
0.192,0.659,0.15,-0.1779,Written by a buddy - How the FTX collapse highlights the importance of bitcoin self-custody,1668792859,-1
0.0,1.0,0.0,0.0,Let’s Talk About the New York Times' ‘Puff Piece’ on Sam Bankman-Fried,1668749040,0
0.12,0.652,0.228,0.4588,FTX collapsing has been the best thing to happen to Bitcoin in recent events.,1668808715,1
0.111,0.889,0.0,-0.3071,"look dude, i don't know who you are and all my btc was lost to ftx — but i will pay you everything i have left for you not to publish this",1668761435,-1
0.0,1.0,0.0,0.0,HOW TO RECOVER MY FTX?,1668733826,0
0.2,0.8,0.0,-0.6705,"This article describes FTX as a ""bitcoin trading company"". I see this as a bitcoin hit piece disguised as an article about 2 celebrities who made a stupid investment.",1668819659,-1
0.0,1.0,0.0,0.0,"FTX seed + series A, B, C investors",1668790757,0
0.0,1.0,0.0,0.0,I guess FTX had one thing right….,1668783309,0
0.234,0.584,0.182,-0.1779,How the FTX collapse highlights the importance of bitcoin self-custody,1668795626,-1
0.425,0.575,0.0,-0.8625,FTX can collapse. Celsius can collapse. Voyager can collapse. I am still stacking my Crypto &amp; Bitcoin.,1668775855,-1
0.262,0.738,0.0,-0.4939,"220,000+ BTC Withdrawn from Exchanges in Week After FTX's Collapse",1668777022,-1
0.0,0.787,0.213,0.4019,FTX bought immunity from both parties not just from the democrats,1668776469,1
0.292,0.708,0.0,-0.5106,“Complete failure of controls”: Inside the fall of FTX,1668734076,-1
0.0,1.0,0.0,0.0,FTX 醜聞細節討論,1668901849,0
0.252,0.504,0.244,-0.0258,Is GBTC safe from the spreading FTX contagion?,1668885164,-1
0.0,1.0,0.0,0.0,I painted SBF as kid Icarus,1668859362,0
0.0,1.0,0.0,0.0,Footage of SEC leaders 👀 into FTX,1668874644,0
0.163,0.837,0.0,-0.7003,"J.P. Morgan — “while the news of the collapse of FTX is empowering crypto skeptics, we would point out that all of the recent collapses in the crypto ecosystem have been from centralized players and not from decentralized protocols""",1668864879,-1
0.0,0.759,0.241,0.2263,Might be worth a shot for FTX recovery,1668917128,1
0.25,0.75,0.0,-0.4588,‘Grayscale Discount’ Widens to Record 43% as FTX Contagion Spreads,1668848054,-1
0.0,0.756,0.244,0.4404,FTX Sends Crypto Reeling. The Whales Move in to Profit.,1668881407,1
0.0,1.0,0.0,0.0,Paper Bitcoin (FTX And GBTC),1668962446,0
0.0,1.0,0.0,0.0,Bahamas Government Used Sam Bankman-Fried to Hack FTX and Just Cashed Out Some of it in Bitcoin,1668964555,0
0.0,1.0,0.0,0.0,Why SBF isn't in jail and gets puff pieces in mainstream media,1668866008,0
0.0,0.737,0.263,0.3612,FTX employees getting ready to start their shift:,1668915904,1
0.151,0.614,0.234,0.1926,Can you please explain this increase of Mempool last Monday? Was that the collapse of FTX?,1668975564,1
0.225,0.775,0.0,-0.4939,🇺🇸 President Biden calls for stricter international #crypto regulation following #FTX collapse.,1668969020,-1
0.13,0.87,0.0,-0.2732,BTC price to $12K: Bitcoin price may still drop 40% after FTX ‘Lehman moment’ — Analysis,1668850470,-1
0.0,1.0,0.0,0.0,FTX 醜聞細節討論,1668901726,0
0.156,0.844,0.0,-0.5423,Too bad all those FTX investors didn’t just buy and hold actual BTC. Imagine what the price would be today…,1668863188,-1
0.0,0.769,0.231,0.128,Exclusive image of the FTX headquarters,1668919738,1
0.0,1.0,0.0,0.0,Australian FTX Users,1668893389,0
0.0,1.0,0.0,0.0,The story of SBF and FTX,1668885976,0
0.211,0.789,0.0,-0.4939,Joe Biden will Lead ‘Critical’ Game-Changing and Global Bitcoin Rules After FTX Collapse,1668968548,-1
0.0,1.0,0.0,0.0,Paper Bitcoin. FTX black swan is minting a whole fleet of maxis.,1668909647,0
0.221,0.552,0.228,0.0258,The FTX collapse is a free market working as it should.,1668897762,1
0.286,0.714,0.0,-0.5574,"Bankrupt Crypto Exchange FTX Exploring Sales of Subsidiaries, CEO Reveals",1669098038,-1
0.474,0.526,0.0,-0.4019,FTX Crash- Secrets Revealed,1669085901,-1
0.424,0.576,0.0,-0.7096,Michael Saylor says FTX collapse will crash 99% of crypto,1669050326,-1
0.193,0.807,0.0,-0.4767,Maybe Venkman's tests opened a wormhole and sent SBF into the future to attack crypto?,1669044565,-1
0.0,0.645,0.355,0.5106,"Bitcoin Survived Mt. Gox, FTX is ""nothing""",1669046788,1
0.215,0.785,0.0,-0.6249,"Crypto Crisis Latest: What's New With FTX, Sam Bankman-Fried and Bitcoin Prices - The Wall Street Journal",1669066228,-1
0.262,0.738,0.0,-0.4939,US Prosecutors Opened Probe of FTX Months Before Its Collapse,1669099494,-1
0.262,0.738,0.0,-0.4939,US Prosecutors Opened Probe of FTX Months Before Its Collapse,1669099640,-1
0.242,0.758,0.0,-0.4939,FTX screwed me over and now I need to get a cold wallet,1669040804,-1
0.42,0.58,0.0,-0.8791,FTX CRYPTO CRASH JUST EXPEDITED THE NEXT RECESSION !!! The Man who lost more Billions Then Kanye,1669153774,-1
0.141,0.859,0.0,-0.3182,FTX victims are setting up GoFundMe fundraisers to try to get their money back - MarketWatch,1669146519,-1
0.057,0.943,0.0,-0.128,"DYDX resumes USDC Liquidity provision/ staking at a market leading 14.31% apr. States ""influx of new demand for decentralised margin as a result of FTX implosion"" - Defi Pulse",1669167017,-1
0.0,0.702,0.298,0.34,"Exclusive: Bankman-Fried's (FTX), parents bought Bahamas property worth $121 million",1669133916,1
0.0,1.0,0.0,0.0,"FTX's bankruptcy file shows that aside from tax havens, China is its largest client",1669189069,0
0.0,1.0,0.0,0.0,FTX &amp; Sam Bankman-Fried Fallout and Why Bitcoin is Different on America Reports w/ Natalie Brunell,1669190303,0
0.0,1.0,0.0,0.0,"FTX spent $300mln on Bahamas real estate, run as ""personal fiefdom""",1669139630,0
0.297,0.703,0.0,-0.6705,Bitcoin plunges as Binance walks away from FTX bailout. Is this the new crypto crisis?,1669162794,-1
0.087,0.913,0.0,-0.3182,Sam Bankman-Fried Is Alledged To Have Lost $100M of FTX’s Money At Online Casinos While Poker Player Tom Dwan Already Knew About the Company’s Issues.,1669134252,-1
